TA-00001,250
TA-00002,250
TA-00003,250
TA-00004,250
TA-00005,250
TA-00006,250
TA-00007,250
TA-00008,250
TA-00009,10
TA-00011,2
TA-00012,250
TA-00013,1
TA-00014,250
TA-00015,1
TA-00016,250
TA-00017,5
TA-00018,1
TA-00020,1
TA-00021,1
TA-00022,1
TA-00023,3
TA-00024,250
TA-00025,250
TA-00026,25
TA-00027,1
TA-00028,10
TA-00029,250
TA-00030,20
TA-00031,12
TA-00032,1
TA-00033,250
TA-00034,50
TA-00035,12
TA-00036,250
TA-00037,1
TA-00038,1
TA-00039,250
TA-00040,250
TA-00041,1
TA-00042,4
TA-00043,5
TA-00044,100
TA-00045,9
TA-00046,1
TA-00047,1
TA-00048,1
TA-00049,25
TA-00050,1
TA-00052,250
TA-00053,250
TA-00054,6
TA-00055,1
TA-00056,250
TA-00057,250
TA-00058,8
TA-00059,50
TA-00060,250
TA-00061,250
TA-00062,60
TA-00063,40
TA-00064,60
TA-00066,1
TA-00067,25
TA-00068,1
TA-00069,1
TA-00070,1
TA-00071,10
TA-00072,250
TA-00073,1
TA-00074,1
TA-00075,250
TA-00076,250
TA-00077,12
TA-00078,250
TA-00079,250
TA-00080,250
TA-00081,250
TA-00082,250
TA-00083,250
TA-00084,250
TA-00085,250
TA-00086,250
TA-00087,250
TA-00088,8
TA-00089,250
TA-00090,250
TA-00091,250
TA-00092,250
TA-00093,250
TA-00094,250
TA-00095,10
TA-00096,250
TA-00097,250
TA-00098,1
TA-00099,250
TA-00100,250
TA-00101,1
TA-00103,1
TA-00104,20
TA-00105,10
TA-00107,8
TA-00108,250
TA-00109,250
TA-00110,1
TA-00112,10
TA-00113,250
TA-00114,1
TA-00115,1
TA-00116,8
TA-00117,20
TA-00118,250
TA-00119,250
TA-00120,250
TA-00121,250
TA-00122,250
TA-00123,250
TA-00124,60
TA-00125,250
TA-00126,250
TA-00127,250
TA-00128,20
TA-00129,1
TA-00130,20
TA-00131,250
TA-00132,250
TA-00133,250
TA-00134,250
TA-00135,25
TA-00136,75
TA-00137,15
TA-00138,50
TA-00139,30
TA-00140,1
TA-00141,30
TA-00142,40
TA-00143,3
TA-00144,3
TA-00145,250
TA-00146,250
TA-00147,250
TA-00148,250
TA-00149,250
TA-00150,250
TA-00152,5
TA-00153,250
TA-00154,20
TA-00156,5
TA-00157,250
TA-00158,250
TA-00159,250
TA-00160,250
TA-00161,250
TA-00162,10
TA-00163,6
TA-00164,1
TA-00165,1
TA-00166,1
TA-00167,1
TA-00168,40
TA-00169,25
TA-00170,250
TA-00171,250
TA-00172,250
TA-00173,250
TA-00174,250
TA-00175,250
TA-00176,250
TA-00177,250
TA-00178,1
TA-00179,250
TA-00180,1
TA-00181,15
TA-00182,20
TA-00183,25
TA-00184,250
TA-00185,250
TA-00186,250
TA-00187,1
TA-00188,16
TA-00189,250
TA-00190,250
TA-00191,250
TA-00192,250
TA-00193,20
TA-00198,250
TA-00199,250
TA-00201,1
TA-00202,1
TA-00203,250
TA-00204,8
TA-00205,250
TA-00206,4
TA-00207,1
TA-00208,1
TA-00209,1
TA-00210,1
TA-00211,1
TA-00212,1
TA-00213,1
TA-00214,1
TA-00215,1
TA-00216,1
TA-00217,2
TA-00218,1
TA-00219,1
TA-00220,10
TA-00221,1
TA-00222,250
TA-00224,20
TA-00225,1
TA-00226,36
TA-00227,45
TA-00228,1
TA-00229,5
TA-00230,1
TA-00238,1
TA-00239,1
TA-00240,1
TA-00241,10
TA-00242,20
TA-00243,1
TA-00244,1
TA-00245,1
TA-00246,1
TA-00247,1
TA-00248,1
TA-00249,250
TA-00251,8
TA-00252,4
TA-00253,10
TA-00254,1
TA-00255,1
TA-00257,250
TA-00258,250
TA-00259,250
TA-00260,250
TA-00261,250
TA-00262,250
TA-00263,250
TA-00264,250
TA-00265,250
TA-00266,20
TA-00267,20
TA-00268,1
TA-00269,1
TA-00270,250
TA-00271,9
TA-00272,3
TA-00273,50
TA-00274,50
TA-00275,12
TA-00276,250
TA-00277,10
TA-00278,120
TA-00279,250
TA-00280,10
TA-00281,20
TA-00282,1
TA-00283,1
TA-00284,16
TA-00285,20
TA-00286,145
TA-00287,20
TA-00288,20
TA-00289,1
TA-00292,5
TA-00293,250
TA-00294,250
TA-00295,20
TA-00296,250
TA-00297,250
TA-00298,250
TA-00299,20
TA-00300,10
TA-00303,17
TA-00304,10
TA-00305,4
TA-00306,1
TA-00307,20
TA-00308,250
TA-00309,1
TA-00310,1
TA-00311,250
TA-00312,250
TA-00313,250
TA-00314,250
TA-00315,250
TA-00316,1
TA-00319,250
TA-00320,50
TA-00321,50
TA-00322,250
TA-00323,20
TA-00324,1
TA-00325,40
TA-00326,16
TA-00327,50
TA-00328,8
TA-00329,8
TA-00330,8
TA-00331,1
TA-00332,1
TA-00334,250
TA-00335,250
TA-00336,250
TA-00337,250
TA-00338,250
TA-00339,250
TA-00340,1
TA-00341,30
TA-00342,20
TA-00348,1
TA-00349,50
TA-00350,1
TA-00351,1
TA-00352,1
TA-00353,1
TA-00354,1
TA-00355,1
TA-00356,1
TA-00357,1
TA-00358,1
TA-00362,20
TA-00363,20
TA-00364,10
TA-00365,1
TA-00366,10
TA-00367,20
TA-00368,25
TA-00369,50
TA-00370,250
TA-00371,72
TA-00372,75
TA-00373,25
TA-00374,50
TA-00375,32
TA-00376,1
TA-00377,16
TA-00378,50
TA-00380,250
TA-00381,50
TA-00383,50
TA-00384,45
TA-00385,50
TA-00386,250
TA-00387,99
TA-00388,250
TA-00390,10
TA-00391,10
TA-00392,30
TA-00393,10
TA-00394,250
TA-00395,250
TA-00398,1
TA-00399,1
TA-00400,1
TA-00401,1
TA-00402,1
TA-00403,6
TA-00404,1
TA-00407,20
TA-00408,16
TA-00409,4
TA-00410,1
TA-00411,100
TA-00412,1
TA-00413,8
TA-00414,1
TA-00415,1
TA-00416,1
TA-00417,1
TA-00418,25
TA-00419,25
TA-00420,25
TA-00421,25
TA-00422,25
TA-00423,25
TA-00424,25
TA-00425,25
TA-00426,25
TA-00427,25
TA-00428,25
TA-00429,25
TA-00430,1
TA-00431,1
TA-00432,20
TA-00433,5
TA-00434,32
TA-00435,20
TA-00436,1
TA-00437,250
TA-00438,250
TA-00439,250
TA-00440,250
TA-00441,250
TA-00443,250
TA-00446,1
TA-00447,1
TA-00448,1
TA-00449,1
TA-00450,1
TA-00451,25
TA-00452,1
TA-00453,20
TA-00454,5
TA-00455,5
TA-00458,250
TA-00459,250
TA-00460,250
TA-00461,250
TA-00462,250
TA-00463,250
TA-00464,250
TA-00465,1
TA-00466,1
TA-00467,1
TA-00468,8
TA-00469,1
TA-00470,20
TA-00471,250
TA-00472,250
TA-00473,5
TA-00474,20
TA-00475,2
TA-00484,25
TA-00485,1
TA-00486,1
TA-00487,1
TA-00488,250
TA-00489,250
TA-00490,250
TA-00491,250
TA-00492,250
TA-00493,250
TA-00494,250
TA-00495,250
TA-00496,250
TA-00497,250
TA-00498,250
TA-00499,250
TA-00500,250
TA-00501,1
TA-00502,1
TA-00503,1
TA-00504,1
TA-00505,1
TA-00506,1
TA-00507,1
TA-00511,250
TA-00512,250
TA-00513,250
TA-00514,250
TA-00515,250
TA-00516,250
TA-00517,20
TA-00518,1
TA-00519,25
TA-00520,20
TA-00522,1
TA-00527,20
TA-00528,1
TA-00529,1
TA-00530,5
TA-00531,1
TA-00532,5
TA-00533,1
TA-00534,1
TA-00538,250
TA-00539,250
TA-00540,1
TA-00541,10
TA-00542,1
TA-00543,50
TA-00544,250
TA-00545,250
TA-00546,250
TA-00547,1
TA-00548,1
TA-00549,206
TA-00554,10
TA-00555,5
TA-00556,1
TA-00557,250
TA-00562,4
TA-00563,1
TA-00566,1
TA-00567,4
TA-00568,1
TA-00569,250
TA-00570,250
TA-00571,3
TA-00572,80
TA-00586,250
TA-00587,1
TA-00589,100
TA-00590,1
TA-00591,20
TA-00593,250
TA-00594,250
TA-00595,20
TA-00596,1
TA-00600,1
TA-00601,1
TA-00602,1
TA-00604,8
TA-00606,1
TA-00607,1
TA-00608,4
TA-00609,20
TA-00610,250
TA-00611,250
TA-00612,10
TA-00613,10
TA-00614,250
TA-00615,1
TA-00616,1
TA-00617,1
TA-00618,1
TA-00619,1
TA-00620,1
TA-00621,20
TA-00622,20
TA-00623,20
TA-00624,1
TA-00625,1
TA-00626,20
TA-00632,20
TA-00637,1
TA-00638,10
TA-00641,120
TA-00642,1
TA-00643,250
TA-00644,250
TA-00645,250
TA-00646,30
TA-00647,12
TA-00650,250
TA-00651,10
TA-00652,1
TA-00653,100
TA-00654,1
TA-00655,250
TA-00656,250
TA-00657,50
TA-00659,10
TA-00660,250
TA-00661,250
TA-00662,250
TA-00663,1
TA-00664,1
TA-00665,1
TA-00666,1
TA-00667,1
TA-00668,1
TA-00669,1
TA-00670,1
TA-00671,1
TA-00672,1
TA-00673,1
TA-00674,1
TA-00675,1
TA-00677,250
TA-00678,250
TA-00679,250
TA-00680,250
TA-00681,250
TA-00682,250
TA-00688,250
TA-00690,4
TA-00691,100
TA-00692,1
TA-00693,1
TA-00694,1
TA-00695,250
TA-00696,250
TA-00697,250
TA-00698,250
TA-00702,1
TA-00703,1
TA-00704,1
TA-00707,100
TA-00708,100
TA-00709,250
TA-00710,4
TA-00711,1
TA-00713,250
TA-00714,10
TA-00715,9
TA-00716,4
TA-00717,250
TA-00718,250
TA-00719,250
TA-00720,50
TA-00721,8
TA-00722,48
TA-00723,250
TA-00724,160
TA-00725,250
TA-00726,250
TA-00729,1
TA-00730,1
TA-00731,250
TA-00732,1
TA-00733,250
TA-00736,250
TA-00737,250
TA-00738,250
TA-00739,9
TA-00740,250
TA-00741,250
TA-00742,250
TA-00744,250
TA-00745,1
TA-00746,20
TA-00747,250
TA-00748,25
TA-00749,20
TA-00753,16
TA-00754,30
TA-00755,30
TA-00756,250
TA-00757,250
TA-00758,20
TA-00759,250
TA-00760,250
TA-00761,250
TA-00762,250
TA-00763,250
TA-00764,250
TA-00765,1
TA-00766,250
TA-00767,250
TA-00768,250
TA-00770,250
TA-00771,50
TA-00772,20
TA-00773,20
TA-00774,1
TA-00775,250
TA-00776,250
TA-00777,1
TA-00779,250
TA-00782,250
TA-00783,12
TA-00784,250
TA-00787,1
TA-00789,250
TA-00790,250
TA-00791,1
TA-00792,250
TA-00793,10
TA-00794,1
TA-00798,1
TA-00799,1
TA-00800,1
TA-00801,1
TA-00802,1
TA-00803,5
TA-00804,1
TA-00805,1
TA-00806,1
TA-00807,1
TA-00808,250
TA-00809,1
TA-00810,20
TA-00811,1
TA-00812,100
TA-00816,1
TA-00817,1
TA-00818,1
TA-00819,1
TA-00820,1
TA-00821,1
TA-00822,12
TA-00823,1
TA-00824,1
TA-00825,1
TA-00827,1
TA-00828,250
TA-00829,1
TA-00830,1
TA-00831,1
TA-00832,250
TA-00833,250
TA-00834,250
TA-00835,20
TA-00836,4
TA-00837,1
TA-00840,1
TA-00841,1
TA-00842,1
TA-00844,250
TA-00845,250
TA-00846,250
TA-00847,250
TA-00848,1
TA-00849,20
TA-00850,250
TA-00851,250
TA-00852,1
TA-00855,1
TA-00856,50
TA-00858,12
TA-00859,250
TA-00860,1
TA-00861,10
TA-00862,1
TA-00863,4
TA-00864,250
TA-00867,1
TA-00868,1
TA-00869,20
TA-00870,48
TA-00871,1
TA-00872,1
TA-00875,250
TA-00876,250
TA-00877,250
TA-00878,250
TA-00879,250
TA-00883,1
TA-00884,1
TA-00885,250
TA-00886,250
TA-00887,250
TA-00888,250
TA-00889,250
TA-00890,250
TA-00891,250
TA-00898,1
TA-00899,1
TA-00900,5
TA-00901,250
TA-00902,250
TA-00903,1
TA-00904,12
TA-00905,1
TA-00906,15
TA-00907,250
TA-00908,250
TA-00909,4
TA-00910,20
TA-00911,1
TA-00912,1
TA-00914,250
TA-00915,250
TA-00917,1
TA-00918,1
TA-00919,1
TA-00920,250
TA-00921,250
TA-00922,250
TA-00923,20
TA-00924,20
TA-00925,4
TA-00926,1
TA-00927,1
TA-00928,250
TA-00929,250
TA-00930,250
TA-00931,1
TA-00932,1
TA-00933,1
TA-00934,1
TA-00935,1
TA-00936,1
TA-00937,250
TA-00938,1
TA-00941,1
TA-00942,1
TA-00943,20
TA-00944,40
TA-00945,250
TA-00946,250
TA-00947,20
TA-00952,12
TA-00953,1
TA-00954,1
TA-00955,1
TA-00956,1
TA-00957,250
TA-00958,5
TA-00959,1
TA-00960,1
TA-00961,1
TA-00962,1
TA-00963,1
TA-00965,1
TA-00966,1
TA-00967,1
TA-00968,1
TA-00969,1
TA-00970,4
TA-00971,250
TA-00972,250
TA-00973,250
TA-00974,12
TA-00975,250
TA-00976,1
TA-00977,15
TA-00978,20
TA-00979,16
TA-00980,1
TA-00981,250
TA-00982,250
TA-00983,250
TA-00984,250
TA-00985,250
TA-00986,1
TA-00987,1
TA-00988,250
TA-00989,250
TA-00990,250
TA-00991,250
TA-00992,250
TA-00993,250
TA-00994,250
TA-00995,250
TA-00996,250
TA-00997,250
TA-00998,250
TA-01000,50
TA-01001,10
TA-01002,90
TA-01003,1
TA-01004,1
TA-01005,8
TA-01006,250
TA-01007,250
TA-01008,250
TA-01009,250
TA-01010,12
TA-01011,1
TA-01012,1
TA-01013,1
TA-01014,250
TA-01017,1
TA-01018,1
TA-01019,1
TA-01020,1
TA-01021,1
TA-01022,1
TA-01023,1
TA-01024,1
TA-01025,1
TA-01026,600
TA-01027,250
TA-01028,1
TA-01029,20
TA-01030,1
TA-01031,1
TA-01032,20
TA-01033,250
TA-01034,250
TA-01035,250
TA-01036,20
TA-01037,7
TA-01038,250
TA-01039,1
TA-01040,250
TA-01041,250
TA-01042,250
TA-01043,12
TA-01044,250
TA-01045,250
TA-01046,250
TA-01047,250
TA-01048,8
TA-01053,250
TA-01054,10
TA-01055,250
TA-01056,20
TA-01057,250
TA-01058,250
TA-01059,250
TA-01060,250
TA-01061,250
TA-01062,250
TA-01063,9
TA-01064,250
TA-01065,250
TA-01066,250
TA-01067,1
TA-01068,250
TA-01069,20
TA-01070,10
TA-01071,250
TA-01072,250
TA-01073,250
TA-01074,250
TA-01075,1
TA-01076,1
TA-01077,1
TA-01078,1
TA-01079,1
TA-01080,1
TA-01081,1
TA-01082,1
TA-01083,80
TA-01084,60
TA-01085,60
TA-01086,60
TA-01087,30
TA-01088,15
TA-01089,30
TA-01090,20
TA-01091,1
TA-01092,1
TA-01093,20
TA-01094,1
TA-01095,1
TA-01096,1
TA-01097,7
TA-01098,12
TA-01102,250
TA-01103,250
TA-01104,1
TA-01105,20
TA-01106,100
TA-01107,1
TA-01108,1
TA-01109,1
TA-01110,1
TA-01111,1
TA-01112,1
TA-01113,8
TA-01114,125
TA-01115,1
TA-01117,1
TA-01118,250
TA-01120,10
TA-01122,250
TA-01123,250
TA-01124,25
TA-01125,250
TA-01126,250
TA-01127,1
TA-01128,20
TA-01129,1
TA-01130,250
TA-01131,1
TA-01132,1
TA-01133,125
TA-01134,250
TA-01136,1
TA-01137,1
